,MKTRF,SMB,HML,RMW,CMA,UMD,HMLM,QMJ,BAB,LIQ,STR,LTR,REG,IVOL,SUE,IA,ROE,IMD,NI,BETA,PEAD,FIN
23,-0.1275,-0.0728,0.0387,-0.0263,0.0173,0.0866,0.0169,0.020256688,-0.0412,-0.02651634,-0.0467,-0.0237,0.02074,0.1108,0.026987,0.019573,-0.011296,-0.082,0.0658,0.1657,0.045,0.0884
24,0.0061,-0.0469,0.0385,-0.0278,0.0248,0.1038,0.0086,-0.021607976,0.016,-0.01679927,0.0039,0.0252,0.046139,0.0364,0.047568,0.025183,0.036506,0.028,0.0353,0.0483,0.0488,0.0669
25,-0.0017,0.1041,0.0602,-0.0307,0.0442,-0.0885,0.1224,-0.033187704,-0.0205,0.10075292,0.0923,0.0766,-0.005604,-0.1271,-0.07308,0.021051,-0.048138,0.0037,-0.0688,-0.154,-0.0065,-0.0256
26,-0.0047,6.00E-04,0.0281,-0.0187,0.0263,0.0032,0.0287,-0.02084999,0.0237,0.03963822,0.0073,0.045,0.014267,0.0023,-0.039525,0.020959,-0.010446,0.0059,-0.0158,-0.0142,-0.0016,0.0178
27,-0.0281,0.0265,-0.0032,0.028,0.0044,-0.0105,0.012,0.031433657,0.0063,0.0436155,0.0412,-0.0026,0.011782,-0.0152,0.020286,-0.000472,0.018113,-0.0297,0.0272,0.0156,0.0078,0.0132
28,-0.0529,-0.007,0.0085,0.0287,0.0209,0.0211,-0.0069,0.032549944,-0.0348,0.02164613,-0.0139,0.0127,0.025284,0.0429,0.015662,0.023663,0.022129,-0.04,0.0231,0.0119,0.0202,0.0281
29,-0.0468,-0.0307,-0.0202,0.0495,-0.0042,-0.0039,-0.0174,0.044734727,-0.016,0.06053269,-0.0272,-0.0302,0.002895,0.0732,-0.016674,-0.003521,0.023001,-0.1063,0.0368,0.0308,-0.0061,0.0226
30,-0.0283,0,0.0077,0.0057,0.0294,0.0231,-0.0064,0.01700974,-0.0037,-0.00694888,-0.0095,-0.0188,0.021538,0.0608,0.033949,0.015887,0.015607,-0.1369,0.0168,0.0284,0.0076,0.0315
31,-0.0805,0.0192,0.0516,-0.0325,0.046,0.0311,0.0578,-0.015007703,-0.0028,-0.00457639,0.0085,0.0332,0.056852,-0.0395,0.048088,0.044292,0.025567,-0.064,-0.0515,0.031,0.0144,0.0724
32,-0.0935,0.0026,0.0264,-0.0028,0.0259,0.03,0.0189,0.001541592,-0.0477,-0.03129645,0.0204,0.0202,0.048505,0.0331,-0.003316,0.031493,0.029559,-0.1031,0.0134,-0.0096,0.0283,0.0235
33,-0.1177,0.0148,0.0558,-0.0444,0.0591,0.0424,0.0661,-0.023790675,-0.0109,0.0228032,0.0326,0.0124,0.033901,0.0173,-0.017868,0.048696,-0.022994,-0.0723,-0.0749,0.0395,0.028,0.0748
34,0.161,-0.0682,-0.0987,-0.0021,-0.0286,-0.0054,-0.0744,0.015134591,0.0458,-0.0727949,0.0872,-0.052,0.010374,-0.0145,0.209878,-0.015064,0.088862,0.275,0.0231,0.0573,0.0385,-0.0925
35,-0.0451,-0.0148,-0.002,-0.0337,0.0292,0.0213,-0.0035,-0.013332829,-0.0147,-0.02532073,-0.003,2.00E-04,0.013758,0.0254,-0.000589,0.025432,0.017201,-0.0029,-0.0372,-6.00E-04,0.0254,0.008
36,-0.0345,-0.0435,0.0011,-0.0068,0.0325,0.0292,-0.0034,0.010129457,-0.0267,0.0192895,-0.0038,-0.04,0.02046,0.1089,0.010798,0.021589,0.004744,-0.0651,0.005,0.0848,0.0179,0.0267
37,0.1366,0.1291,0.0828,-0.0078,-0.009,-0.1382,0.1845,-0.057674636,0.0484,0.10876389,0.1457,0.1451,-0.05404,-0.2159,-0.15936,-0.005177,-0.116181,0.2351,-0.0925,-0.2535,-0.0574,0.0099
38,0.0556,-0.0065,-0.0444,0.0116,-0.021,-0.0061,-0.0556,0.027513917,-0.0069,0.03662677,0.0455,8.00E-04,0.006055,0.0099,0.027693,-0.016716,0.036046,-0.0445,0.0919,-0.0105,0.0089,-0.0221
39,0.0266,0.04,0.0238,0.0126,-0.0133,-0.0204,0.0356,0.000137457,-0.0406,0.05969079,0.035,0.0486,-0.017983,-0.1004,0.011996,-0.006366,-0.017338,0.0039,0.0139,-0.1456,0.0072,-0.0201
40,0.0423,-0.0071,-0.0114,0.0141,-0.0134,0.0138,-0.0366,0.029034635,0.0115,0.00217849,-0.0046,-0.0199,0.023097,0.0265,0.034101,-0.000429,0.033684,0.0762,0.0835,-0.017,0.0203,-0.0262
41,0.0519,0.0289,-0.041,-0.0098,-0.006,-0.0058,0.0061,-0.017090812,0.0139,-0.03349678,0.0376,0.0205,-0.000167,-0.0532,0.014845,-0.001207,-0.002673,0.0191,-0.0154,-0.002,-0.005,-0.0333
42,0.0483,0.0143,0.0138,-0.0266,0.0106,4.00E-04,0.0404,-0.036739298,0.0295,-0.01748245,0.0329,0.025,-0.006513,-0.0226,-0.035315,0.003474,-0.015818,0.0964,-0.059,-0.0503,-0.0034,-0.014
43,-0.0659,0.0344,0.0169,0.0046,0.0122,0.0042,0.0358,-0.006478749,0.0401,-0.00961332,0.0121,0.0078,0.017009,-0.0139,-0.022512,0.014388,-0.013503,-0.0734,-0.0302,0.0294,-0.001,0.0161
44,-0.0285,-0.0284,-0.0095,0.0111,-0.0093,-0.001,-0.0011,0.020049354,-0.0029,-0.00855122,0.0064,-0.0237,0.013638,0.0551,-0.02469,-0.001799,0.006885,-0.0646,0.0121,0.0346,0.0011,0.0437
45,-0.0426,5.00E-04,0.0039,0.0053,0.0055,0.0041,0.0064,0.014984584,0.0256,-0.01921566,-0.0031,-0.014,0.033362,0.0326,0.021485,0.013519,0.016797,-0.1373,-0.0065,0.0166,0.0266,0.0103
46,0.0531,-0.0423,0.0028,-0.0049,0.0226,-0.0016,-0.0134,0.000194666,0.0194,0.09069118,0.0156,0.0075,0.025424,0.0754,0.042157,0.030056,0.026814,0.0227,0.0085,-0.0147,0.0255,3.00E-04
47,0.0264,-0.0109,0.0203,-0.0068,0.0175,-0.0045,0.0083,-0.00173348,0.0147,0.03623193,-0.0252,0.0225,0.015634,0.0207,0.016642,0.015715,0.006636,0.0567,0.0101,-0.0017,0.0314,0.0251
48,-0.016,-5.00E-04,0.0169,-9.00E-04,0.0057,-0.0011,0.0341,-0.014317638,-0.018,-0.00279676,0.0326,-0.0032,0.004649,-0.0183,-0.024186,-0.000397,-0.022506,0.0175,-0.0066,0.0133,-0.0047,0.0055
49,0.1216,0.0634,0.0863,-0.0179,0.0228,0.0445,0.0664,-0.028363329,0.0254,0.01930918,0.0284,0.0915,0.008707,-0.104,-0.09235,0.014885,-0.026663,0.1378,0.0016,-0.159,0.0078,0.0409
50,0.0032,0.0799,0.0587,-0.0264,0.0387,0.0038,0.0507,-0.024675943,0.0066,-0.04225125,-0.0248,0.049,0.008706,-0.1485,-0.050022,0.021577,-0.037503,0.0218,-0.0125,-0.1013,0.0062,0.02
51,0.0232,-0.0138,-0.0012,-0.0033,0.0096,0.0015,0.0066,0.001401525,-0.0045,-0.01797504,0.0443,0.003,0.016181,0.0203,0.037451,0.017157,0.024346,0.0663,0.0416,0.0215,-0.0044,-0.0089
52,-0.0149,8.00E-04,-0.0016,0.004,-0.011,0.0059,0.024,-0.00862174,0.025,-0.01965143,0.0213,-0.0181,0.000357,0.0313,-0.006782,-0.007475,-0.003256,-0.0202,-0.018,0.0609,0.0083,0.0257
53,-0.0134,-0.011,-0.0136,0.0246,-0.0141,-0.0112,-1.00E-04,0.012797951,0.0021,-0.04059278,-0.0077,-0.0343,0.003295,0.0219,-0.023324,-0.009763,0.005098,-0.0166,-0.02,0.0469,0.0097,-0.0068
54,0.0405,-0.0107,0.0071,-0.0068,0.0102,-0.0042,0.0037,-0.013739002,-0.0134,-0.00572528,0.0063,0.0169,0.009442,-0.0043,0.019631,0.013378,-0.000551,0.086,-0.0126,-0.0146,0.0041,-0.0031
55,-0.0107,0.0063,0.0173,-0.0105,0.0028,-0.0013,0.023,-0.001969146,0.0187,-0.02705599,0.0168,0.004,0.016303,0.0076,0.003775,0.009278,0.007571,-0.0287,-0.0027,0.0484,0.0197,0.0171
56,-0.0056,-0.0198,0.0081,-0.0042,-0.0055,-0.0085,0.0138,-0.00149047,0.0138,0.01794591,-0.0204,0.0029,0.005722,0.0467,-0.007491,-0.00618,-4.30E-05,-0.0477,-0.0162,0.058,8.00E-04,0.0064
57,0.0207,0.001,-0.0029,0.0098,-0.0115,0.0022,9.00E-04,0.008194041,0.0172,-0.01542257,-0.0032,-0.0042,0.009964,0.0121,0.01451,-0.014035,0.011188,-0.0131,-0.0154,0.0141,0.006,-0.0114
58,-0.0242,0.0013,-0.0018,-0.0019,-0.0037,-0.0044,0.0029,-0.000884867,0.0112,0.0038574,0.0114,-0.0159,-0.004868,0.0209,-0.001675,-0.011201,0.003243,0.0124,-0.0159,0.0442,0.0057,-5.00E-04
59,0.0036,0.0266,0.0151,-0.0141,9.00E-04,0.0291,0.0136,-0.020057386,0.0045,-0.02387473,0.0054,0.0119,0.001493,-0.0248,-0.026927,-0.002689,-0.004753,-0.0184,-0.0299,-0.0283,0.0208,-0.0016
60,0.0565,0.0364,0.0227,-0.0061,0.0228,0.0073,0.0355,-0.008860058,0.0317,-0.01240966,0.0364,0.0285,0.010763,-0.0686,-0.040306,0.018221,-0.011085,0.1324,-0.0105,-0.0448,-0.0024,0.0172
61,-0.0405,0.059,0.0427,-0.0051,0.0197,0.04,0.0514,-0.0262774,0.0407,-0.03064272,0.0054,0.0088,0.016761,-0.0554,-0.02967,0.0099,-0.021441,-0.0565,-0.0278,0.0137,0.0083,0.0192
62,-0.0194,0.0107,0.0047,-0.0016,-0.0022,0.0036,0.0033,0.020748946,0.0249,-0.00984019,0.0138,-0.0147,0.004082,0.0025,0.000335,0.001256,0.012463,-0.0386,0.0119,0.0163,-0.004,0.0064
63,-0.0137,0.0131,0.0109,-0.003,-6.00E-04,0.0055,0.0079,-0.00847717,0.0123,0.01079852,0.0103,-0.0076,-0.003667,-0.0132,-0.024032,-0.001641,0.003317,-0.0216,-0.0271,-0.0121,0.0098,-0.006
64,0.0015,0.0061,0.0338,-0.0201,0.0114,0.0421,0.0256,-0.017346029,0.0106,-0.02492795,-0.0122,0.0022,0.007442,-0.0008,-0.017737,0.012008,0.00394,-0.0091,-0.0316,0.0319,0.0143,0.0267
65,-0.0145,0.0131,0.0085,0.0033,0.0019,0.0203,0.0085,-0.007003177,0.0104,0.01811865,-0.0032,0.0026,0.027093,0.0028,0.049994,0.002077,0.017533,-0.0191,-0.0182,0.0045,0.0263,0.0138
66,0.0471,0.0208,-0.0074,0.0091,-0.012,0.0166,-0.0182,-0.008332775,-0.0022,0.02199312,9.00E-04,0.0323,0.029305,-0.0337,0.045921,-0.007021,0.023262,0.0677,0.0054,-0.05,0.0025,-0.035
67,-0.0169,0.0188,-0.0056,0.0073,9.00E-04,0.0032,0.0125,0.009183749,0.0286,0.00119646,0.0103,0.0147,0.023918,0.007,0.045478,0.010332,0.017145,0.0078,-0.0062,-0.0137,-0.0078,-0.018
68,-0.0175,0.0086,-0.027,0.0098,-0.0066,-0.017,-0.0315,0.030539988,0.0034,0.03132657,-0.0071,0.034,-0.000814,-0.0011,0.023569,-0.009021,0.013871,-0.0177,0.0226,-0.0292,0.0193,-0.0043
69,-0.0027,0.0143,-0.0052,0.0143,-0.0084,0.02,-0.0024,0.003504451,0.0041,0.01051654,0.0083,0.0053,0.015202,0.0021,0.024061,-0.000303,0.01387,-0.0225,-0.0029,-8.00E-04,0.0109,-0.0071
70,-0.0438,0.0148,0.0175,-0.002,-0.003,-8.00E-04,0.0137,0.010512497,0.0018,-0.01108198,0.0176,-0.0107,0.011235,0.0104,-0.003109,-0.005693,-0.010036,-0.0684,-0.0262,0.0121,-0.0082,0.017
71,0.04,0.0364,0.0026,-0.0013,0.0073,0.0201,0.0018,-0.006435687,0.0028,0.00253713,0.0222,0.0332,0.014899,-0.0428,0.029052,0.01232,0.025707,0.0517,-0.0056,-0.0727,0.0343,0.0151
72,0.0027,0.0159,-0.0029,0.0092,-0.0069,0.0158,-0.0024,0.003708116,0.0237,-0.00612393,-0.0013,-0.017,0.018089,0.0047,0.01164,0.000767,0.012335,-0.0242,0.0054,0.001,0.0124,0.0047
73,-0.0601,0.0272,0.0336,-0.0172,0.0152,-0.0066,0.0293,-0.010831403,0.0023,0.00672525,0.0107,0.0149,0.002845,-0.0439,0.0017,0.009892,-0.016999,-0.067,0.0118,-0.0128,0.0047,0.0211
74,-0.0138,0.037,0.0083,0.003,0.0101,0.0197,0.0049,-0.000427321,0.0149,0.00010469,0.0117,-0.0068,0.0167,-0.0211,-0.007531,0.013223,0.000683,-0.0208,-0.0162,-0.0198,-0.009,0.0137
75,0.0285,0.0371,0.0118,-0.0059,0.0189,0.0137,0.0235,-0.014324801,0.0163,0.01720571,-0.0027,0.0075,0.00143,-0.0514,-0.027581,0.025273,0.000172,0.057,0.0055,-0.0687,0.0133,0.0137
76,0.0788,-0.0026,-0.0354,0.0281,-0.0126,0.0086,-0.0398,0.030293191,0.0321,0.03084663,0.0022,0.0192,0.00556,-0.0008,0.017191,-0.003498,0.055164,0.1199,0.0263,-0.0615,0.007,0.0142
77,0.0176,0.0458,-0.0052,0.0022,0.0041,0.0283,-0.0151,0.005293821,0.0221,0.01378779,8.00E-04,-0.0017,0.005451,-8.72E-02,0.027624,0.009017,0.005084,0.0074,-2.00E-04,-0.0719,0.0081,0.0198
78,-0.0169,0.0156,0.0057,-0.014,-7.00E-04,0.0274,-0.0051,-0.003196045,0.021,0.01089029,0.0135,6.00E-04,0.012015,-0.0159,0.027086,0.004806,0.014368,-0.0326,-0.0045,-0.0146,0.0149,-0.0084
79,0.0511,0.0012,-0.0115,0.0155,-0.0078,0.0417,-0.03,0.012704216,0.0037,0.03138675,0.0091,0.0057,0.026592,0.0031,0.018572,0.002897,0.018154,0.0673,0.033,-0.0797,0.0327,0.0113
80,0.0375,0.0495,-0.0051,0.0143,0.0046,0.0283,-0.0043,0.006387081,0.0465,-0.00088631,0.0087,-0.0055,0.006506,-0.0678,-0.006071,0.011571,0.019141,0.06,-0.0136,-0.0605,0.0055,0.0567
81,-0.0143,-0.0032,0.0189,-0.0067,0.0178,-0.0314,0.0403,-0.009777388,0.0239,-0.02730711,0.0365,-0.0072,-0.00844,0.0253,-0.043227,0.002503,-0.035431,-0.0097,-0.002,0.0576,-0.021,-0.0094
82,-0.1191,-0.1002,0.0138,0.0012,0.0094,-0.0846,0.0436,0.033603631,-0.0375,0.04280582,-0.0184,-0.0011,0.009919,0.2101,0.034404,0.006056,-0.011491,-0.1016,0.0151,0.1577,-0.0072,0.0082
83,0.0271,0.0281,-0.0215,0.0113,-0.0117,0.0545,-0.018,-0.005031361,-0.0421,-0.0316212,0.0915,-0.0077,0.015463,-0.0632,0.00295,-0.010503,0.012959,0.0038,0.0013,-0.0441,-0.0196,-0.0183
84,0.0088,0.0113,-0.0213,0.0201,-0.0132,0.0303,-0.0301,0.023846889,0.0022,0.00199465,-0.0039,0.0024,0.024895,0.0192,0.047401,-0.010899,0.026744,-9.00E-04,0.0117,-0.0244,0.0085,0.0071
85,0.0423,0.0378,0.0219,-0.0247,0.0152,-0.0136,0.0419,-0.026946301,0.0334,-0.01029938,0.0562,-0.0065,-0.013198,-0.0567,-0.040105,0.016757,-0.012149,0.027,-0.018,-0.0202,-0.0171,0.0235
86,-0.0356,0.0054,0.0117,-0.0112,0.0094,-0.0106,0.0211,-0.008881877,0.0104,-0.02811765,0.0131,0.0093,0.00471,-0.0001,-0.023089,-0.004869,-0.02391,-0.0494,-0.0129,0.0587,0.0117,0.0055
87,0.0568,0.0324,-0.0071,0.0053,0.0032,0.0293,-0.0158,-0.017241874,-0.0135,-0.00695441,0.0147,-0.0039,0.005342,-0.0659,-0.017082,0.007803,0.023604,0.0633,0.0024,-0.0675,0.0109,0.0198
88,-6.00E-04,0.0237,0.0112,0.0108,0.0017,0.0081,-0.0024,0.009538933,0.0113,0.01849867,-0.004,-0.0042,-0.002849,-3.37E-02,-0.002914,0.007971,0.018657,0.016,0.0094,-0.0055,-0.0013,0.0152
89,-0.0221,0.0018,0.0131,-0.0154,-0.0027,-0.0054,0.0154,-0.01528259,-0.0012,-0.02188811,0.0117,0.0071,0.004436,0.0139,-0.005656,-0.000713,-0.006288,0.0048,-0.0364,0.0218,-0.008,-0.011
90,0.0385,0.01,0.0144,-0.0166,-0.0052,0.0084,0.0048,-0.02943184,0.0165,-0.01669465,0.0119,-0.0273,-0.017343,-0.0303,-0.005435,-0.008834,-0.010448,0.0846,-0.0165,-0.0027,0.0183,-0.0228
91,0.0082,0.0127,0.0186,-0.0029,0.0071,-0.0107,0.0139,0.005734627,0.016,-0.01719865,0.006,-0.0201,-0.006513,0.0135,-0.011968,0.006496,0.005454,0.025,-0.0132,-0.0194,-1.00E-04,0.0238
92,0.0553,0.0192,-0.0158,0.0162,-0.0148,-0.002,-0.0197,0.009980028,0.0196,0.01475767,0.0079,-0.0167,-0.000151,-0.0019,0.034457,-0.003274,0.029163,0.0396,0.0239,-0.0479,0.0044,0.0062
93,-0.0082,-0.0032,-0.009,0.0101,0.0032,0.0528,-0.0115,0.000547019,0.0039,-0.00978073,-0.0163,0.0013,0.028481,-0.0103,0.024401,-0.00135,0.006865,-0.0321,0.0139,-0.0082,0.0054,-0.0074
94,-0.081,-0.035,-0.0184,0.0101,7.00E-04,0.0201,-0.0106,0.022134343,-0.047,-0.00030052,-0.0194,0.0154,0.016684,0.0644,0.032564,0.000298,0.009917,-0.1098,0.0094,0.0652,-0.0037,-0.0128
95,0.0521,0.0253,-0.0329,6.00E-04,-0.0212,0.0814,-0.0372,-0.022131084,-0.016,-0.06750272,0.0131,-0.0227,-0.003745,-0.0307,0.049336,-0.025351,0.022845,0.0522,-0.0352,-0.0526,0.0146,-0.0245
96,0.0179,0.0432,-0.021,-0.007,-0.0092,0.0478,-0.0375,-0.012566145,0.0084,-0.01807817,-0.0189,-0.0037,-0.001778,-0.0816,0.005435,-0.011101,0.01234,0.0248,-0.022,-0.0759,0.0092,0.0109
97,0.0551,0.0183,0.0175,-0.017,0.0164,0.0755,-0.0271,-0.027369926,0.0263,0.00013109,-0.0341,-0.0069,0.003892,-0.0675,-0.007676,0.013755,0.017091,-0.0047,-0.0089,-0.0458,0.0131,0.0098
98,-0.0122,-0.0157,0.0061,4.00E-04,0.0268,0.0788,-0.0314,-0.019029344,-0.0153,0.02114945,-0.0491,0,0.035816,-0.0139,0.037535,0.016355,0.023128,-0.0953,0.0761,0.0397,0.0535,0.0107
99,-0.129,-0.0693,-0.0101,0.0146,-0.0119,-0.0955,0.07,0.047150983,-0.0471,0.02794556,0.0846,0.0252,-0.010137,0.1967,-0.010449,0.00758,-0.011889,-0.0066,0.0136,0.0959,-0.0287,-9.00E-04
100,0.0397,0.0105,0.0106,-0.021,0.0029,-0.0043,0.0186,-0.034108786,0.0209,-0.01240179,0.014,-5.00E-04,0.014404,-0.0094,0.055926,0.012171,0.00156,0.083,-0.031,0.0203,0.0089,-0.042
101,0.0526,0.0211,0.0038,0.0034,-0.0031,-0.0112,0.0098,0.006824298,0.0365,-0.0078206,0.0284,0.0083,-0.007841,-0.0253,0.0062,-0.013668,-0.009026,0.0633,0.0077,-0.0353,0.0054,0.0366
102,0.0306,0.0141,-0.0076,-0.0015,-0.0126,0.0162,-0.0165,-0.011013443,0.0369,0.01010759,0.0224,-0.028,0.008495,-0.0195,0.014391,-0.011238,0.030751,0.0455,-0.0412,-0.004,0.0038,0.006
103,0.0649,0.0382,-0.0641,0.0406,-0.0243,0.0039,-0.0534,0.035532074,-0.0094,-0.00569326,0.0295,-0.0161,-0.033008,-0.0087,-0.024808,-0.022835,-0.004309,0.0157,0.0248,-0.1424,-0.0107,0.0018
104,0.018,0.0425,-0.026,0.0206,-0.0086,0.0321,-0.0321,-0.001103046,0.0152,0.01373905,-0.0084,-0.0154,0.015091,-0.0521,0.027897,0.00636,0.025095,0.0022,-0.007,-0.067,0.0122,0.0083
105,0.0219,0.0067,-0.0459,0.0191,-0.0276,0.0539,-0.0428,0.012123293,0.0129,0.00919783,-0.0152,-0.0172,0.023078,-0.0392,0.057516,-0.004989,0.051692,-0.0138,-0.0403,-0.0747,0.0045,-0.0077
106,0.0106,0.0233,-0.0276,0.0165,-0.0115,0.073,-0.0507,0.004781548,-0.0022,0.02758604,-0.0196,-0.0273,0.026543,-0.0407,0.045161,0.005113,0.040511,-0.009,0.0096,-0.0491,0.0198,-0.022
107,0.0959,-0.0331,-0.0833,0.045,-0.0566,0.1522,-0.1071,0.011321595,-0.0626,0.03062221,-0.0971,-0.0787,0.00889,-0.0537,0.019254,-0.018971,0.090081,0.0457,-0.0337,-0.1249,-0.031,-0.0516
108,-0.0452,-0.0029,0.0279,-0.0129,0.0124,-0.0668,0.0565,0.008483618,0.0092,0.02748807,0.0638,0.0345,0.001451,0.0853,0.024947,0.009228,-0.013007,0.1275,0.0296,0.0771,0.0046,0.0144
109,-0.0504,0.0329,0.0672,-0.0351,0.0433,-0.0795,0.0889,-0.005866235,0.0471,0.03893398,-0.0229,0.0756,0.005626,0.0574,-0.026764,0.024284,-0.048625,-0.0265,0.0149,0.0861,0.0356,0.0407
110,0.0057,-0.005,0.0102,0.0021,0.0222,-0.0135,0.0105,0.014648075,0.0196,0.00211983,-0.0233,0.0257,0.016871,0.0192,0.001859,0.018933,0.007188,0.0382,0.0313,0.0201,0.0199,0.0323
111,0.0356,0.0302,0.0064,-0.0224,-0.0054,0.0074,0.0126,-0.010288543,0.0367,0.01393817,0.0159,0.0154,-0.018552,-0.0263,0.01641,-0.017882,-0.013251,0.0206,-0.0477,-0.099,0.0103,0.0357
112,-0.0211,0.0459,0.0228,0.0083,0.0124,-0.0091,0.023,0.013269785,0.0567,-0.01912218,-0.015,0.0274,0.010888,0.0101,0.026137,0.023542,0.013307,0.0197,-0.0168,0.0055,0.0159,0.0209
113,0.0011,0.0245,-0.0042,0.003,-0.0153,0.037,-0.0121,-0.015320729,-0.0036,-0.02798762,-0.0378,0.0159,0.016626,-0.001,0.046314,-0.005217,-0.000417,0.0755,-0.0262,-0.0221,0.0119,0.0052
114,-0.0236,-0.0096,0.0513,-0.0137,0.0266,-0.0581,0.0686,0.010232473,0.0544,0.06094841,0.0478,0.0099,0.019106,0.0604,-0.07851,0.027179,-0.000395,0.004,0.0155,0.0779,2.00E-04,0.0353
115,-0.0154,-0.0205,-0.005,0.0126,-0.0254,-0.0245,0.0016,0.004795141,-0.0134,-0.01241394,-0.0056,-0.0348,-0.006191,-0.0187,-0.016618,-0.019549,0.031499,-0.0427,-0.0021,0.0011,8.00E-04,-0.0104
116,-0.0704,-0.0181,0.0476,-0.0032,0.0141,-0.0115,0.0366,0.005308639,0.02,-0.00142182,-0.0065,0.013,0.022329,0.047,0.005177,0.01212,0.007439,-0.042,0.0227,0.0857,-0.0031,0.0394
117,-0.0717,-0.0245,0.0517,8.00E-04,0.0263,0.0195,0.0375,0.006825126,-0.0162,0.09223195,-0.0111,0.0513,0.040109,0.1267,0.037618,0.035847,0.006353,-0.0159,0.0265,0.1082,0.007,0.0418
118,0.0492,0.0237,-0.0421,0.0315,-0.0301,0.0401,-0.0483,0.008665833,-0.0194,-0.02465792,0.0455,-0.0493,-0.010121,-0.0768,0.074769,-0.010037,0.047524,0.0739,-0.0437,-0.0918,0.0327,-0.0482
119,0.0336,-0.0151,0.0183,8.00E-04,0.0095,-0.0027,0.0305,0.008709042,0.0437,0.06060739,0.0267,0.0064,0.019895,0.0281,-0.024473,0.004675,0.005365,0.0331,-0.0033,0.0371,-0.0104,0.0308
120,-0.0365,0.012,0.0081,0.0022,0.025,0.013,0.0054,0.018195502,0.0221,0.00907384,0.0166,0.014,0.0137,0.0565,-0.039414,0.019064,-0.004911,-0.0516,0.031,0.0151,-0.0025,0.0148
121,-0.0324,-0.0114,0.0319,-0.0149,0.0192,0.0172,0.0241,0.001231367,2.00E-04,-0.01978417,-0.0137,0.0634,0.008418,0.0865,-0.03197,0.020678,-0.01437,-0.005,0.0235,0.0585,0.0051,0.0345
122,-0.0586,0.0035,0.0605,-0.0348,0.0456,0.0488,0.0405,0.003586264,0.0302,-0.01144574,-0.0431,0.0595,0.035564,0.0593,-0.008133,0.047787,0.003372,-0.0115,-0.0217,0.0887,0.0209,0.0429
123,-0.0187,-5.00E-04,0.0381,-0.0138,0.0249,0.0296,0.0271,-0.006048856,0.0164,0.04354018,-0.0189,0.0392,0.024457,0.0432,0.0113,0.017936,-0.016858,-0.0335,0.0217,0.0838,-0.0035,0.0416
124,0.0327,0.0109,-0.027,0.0157,-1.00E-04,-0.004,-0.0199,0.013551408,0.0214,-0.02399156,0.0165,-0.0168,0.007097,-0.0069,-0.010291,0.011662,0.019106,0.0333,-0.0066,-0.0465,0.0157,-0.0232
